ï»¿Institution,Team Number,City,State/Province,Country,Advisor,Problem,Ranking
Beijing Institute of Technology,36165,Beijing,Beijing,China,Guoxiao Yang,B,Successful Participant
Peking Univ.,36166,Beijing,Beijing,China,Dongxu Gao,A,Successful Participant
Anhui Jianzhu University,36167,Hefei,Anhui,China,Juxiang Wang,C,Successful Participant
Beihang Univeristy,36168,Beijing,,China,Sun Haiyan,D,Honorable Mention
HAINAN UNIVERSITY,36169,HAIKOU,HAINAN,China,HAOHUA WANG,A,Successful Participant
Shanghai University of Finance and Economics,36170,Shanghai,Shanghai,China,ChengDong Dong,A,Meritorious
Sichuan University,36171,Chengdu,Sichuan,China,Hao Wang,A,Successful Participant
Beijing Normal University,36172,Beijing,,China,Li Cui,A,Successful Participant
Nanjing University,36174,Nanjing,,China,Huikun Jiang,D,Honorable Mention
"Sun Yat-sen University, Guangzhou",36175,Guang Zhou,Asia,China,Guifeng Zheng,B,Successful Participant
Capital University of Economics and Business,36176,Beijing,Beijing,China,Weiyi Liu,A,Successful Participant
Bethel University,36177,Arden Hills,MN,USA,Nathan Gossett,A,Honorable Mention
Bethel University,36178,Arden Hills,MN,USA,Nathan Gossett,B,Outstanding Winner
Linfield College,36179,McMinnville,OR,USA,Jennifer Nordstrom,B,Successful Participant
Linfield College,36180,McMinnville,OR,USA,Jennifer Nordstrom,B,Successful Participant
Linfield College,36181,McMinnville,OR,USA,Jennifer Nordstrom,B,Successful Participant
Linfield College,36182,McMinnville,OR,USA,Jennifer Nordstrom,A,Successful Participant
Linfield College,36183,McMinnville,OR,USA,Jennifer Nordstrom,B,Successful Participant
China Jiangsu University,36184,Zhenjiang,Jiangsu,China,Yimin Li,D,Successful Participant
Shaanxi University of Technology,36185,HanZhong,shaanxi,China,LiHua Liu,A,Successful Participant
Shanghai Finance University,36186,Shanghai,,China,Chungen Shen,C,Successful Participant
Beijing Normal University,36187,Beijing,Beijing,China,Ligen LU,B,Successful Participant
Shanghai Finance University,36188,Shanghai,,China,Chungen Shen,A,Honorable Mention
Shanghai Finance University,36189,Shanghai,,China,Yumei Liang,B,Successful Participant
Shanghai Finance University,36190,Shanghai,,China,Yumei Liang,A,Successful Participant
Shanghai Finance University,36191,Shanghai,,China,Zhengyi Jiang,B,Successful Participant
Shanghai Finance University,36192,Shanghai,,China,Zhengyi Jiang,A,Successful Participant
Shanghai Finance University,36193,Shanghai,,China,Chaoxuan Mao,A,Successful Participant
NanTong University,36194,NanTong,,China,Ming Wei,A,Honorable Mention
Shanghai Finance University,36195,Shanghai,,China,Chaoxuan Mao,B,Successful Participant
Shanghai Finance University,36196,Shanghai,,China,Xiaobin Li,A,Honorable Mention
Shanghai Finance University,36197,Shanghai,,China,Rongqiang Che,A,Honorable Mention
Shanghai Finance University,36198,Shanghai,,China,Rongqiang Che,B,Successful Participant
Shanghai Finance University,36199,Shanghai,,China,Xiaobin Li,B,Successful Participant
NanTong University,36201,NanTong,,China,Ming Wei,B,Successful Participant
Yunnan University,36202,Kunming,Yunnan,China,Yue Zhao,A,Honorable Mention
Wuhan University of technology,36203,Wuhan,Hubei,China,Dengying Jiang,D,Honorable Mention
University of Electronic Science and Technology of China,36204,Chengdu,Sichuan,China,Junming Shao,D,Successful Participant
NanTong University,36205,NanTong,JiangSu,China,Wei Du,B,Successful Participant
Liaoning University,36206,Shenyang,Liaoning,China,Yue Wang,D,Successful Participant
Beijing Normal University,36207,Beijing,,China,Li Cui,A,Honorable Mention
Fudan University,36208,Shanghai,,China,Yuan Cao,B,Successful Participant
EAST CHINA NORMAL UNIVERSITY,36210,Shanghai,China,China,JUNWEI GUO,A,Honorable Mention
Nanjing University,36211,Nanjing,Jiangsu,China,Mei lin Zhu,A,Honorable Mention
Shenzhen Polytechnic,36212,Shenzhen,GuangDong,China,Hong Zheng,A,Successful Participant
Shenzhen Polytechnic,36213,Shenzhen,GuangDong,China,Kui Luo,B,Successful Participant
Shenzhen Polytechnic,36214,Shenzhen,GuangDong,China,Tianli Lei,A,Successful Participant
Shenzhen Polytechnic,36215,Shenzhen,GuangDong,China,Tianli Lei,A,Successful Participant
shaanxi university of technology,36216,han zhong,shaanxi,China,Xiao Yang,B,Successful Participant
Jilin University,36217,Changchun,Jinlin,China,Xiuling Yao,A,Unsuccessful
RENMIN UNIVERSITY OF CHINA,36218,BEIJING,BEIJING,China,Huiping Zhang,B,Successful Participant
Shaanxi University of Technology,36219,Hanzhong,Shaanxi,China,Wei Jun,A,Successful Participant
Shaanxi University of Technology,36220,Hanzhong,Shaanxi,China,BinTao He,A,Successful Participant
Henan University of Economics and Law,36221,Zhengzhou,Henan,China,Weiping Li,A,Honorable Mention
Beihang Univeristy,36222,Beijing,,China,Dawei Liu,A,Successful Participant
Beihang Univeristy,36223,Beijing,Beijing,China,Zhongyin Huang,B,Successful Participant
Sichuan University,36224,Chengdu,Sichuan,China,Rong Zhou,A,Honorable Mention
Beijing University of Technology,36225,Beijing,,China,XinYuan Zhao,C,Successful Participant
ShanDong University of Technology,36226,ZiBo,ShanDong,China,Chao Ma,A,Successful Participant
Shenzhen Institute of Information Technology,36227,Shenzhen,GuangDong,China,Dongsheng Cheng,D,Honorable Mention
Central University of Finance and Ecomomics,36228,Beijing,,China,Xiaoming Fan,D,Honorable Mention
SKH Bishop Mok Sau Tseng Secondary School,36229,Hongkong,Hongkong,China,Tsz Mang Lam,A,Successful Participant
BeiJing University Of Post And Telecommunication,36230,Beijing,Asia,China,Zehua Gao,A,Honorable Mention
Central University of Finance and Ecomomics,36231,Beijing,,China,Zixiong Peng,C,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36232,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
Tianjin Polytechnic University,36233,Tianjin,Tianjin,China,ZhiXia Xu,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36234,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36235,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36236,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36237,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
Capital University of Economics and Business,36238,Beijing,Beijing,China,Weiyi Liu,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36239,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36240,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36241,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,C,Successful Participant
Beijing Normal University,36242,Beijing,Beijing,China,Honggang Li,C,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36243,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,B,Successful Participant
Capital University of Economics and Business,36244,Beijing,Beijing,China,Weiyi Liu,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36245,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36246,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36247,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
Sichuan University,36248,"Chengdu, Sichuan",,China,Zihao Wang,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36249,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
Capital University of Economics and Business,36250,Beijing,Beijing,China,Weiyi Liu,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36251,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36252,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,D,Honorable Mention
Dalian Jiaotong university,36253,DaLian,Liaoning,China,Guocan Wang,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36254,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36255,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36257,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,B,Honorable Mention
Dalian Jiaotong university,36258,DaLian,Liaoning,China,Guocan Wang,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36259,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36260,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36261,HARBIN,HEILONGJIANG,China,YUE SHENG LUO,B,Successful Participant
Dalian Jiaotong university,36262,DaLian,Liaoning,China,Dayong Zhou,A,Successful Participant
Dalian Jiaotong university,36263,DaLian,Liaoning,China,Dayong Zhou,A,Successful Participant
Shanghai Jiao Tong University,36264,Shanghai,,China,Zhenli Xu,A,Successful Participant
Sichuan University,36265,Chengdu,Sichuan,China,Jie Zhou,B,Successful Participant
Dongbei University of Finance and Economics,36266,Dalian,Liaoning,China,Xu Yan,B,Successful Participant
Henan Normal University,36267,Xinxiang,,China,Chun-Feng Wang,B,Successful Participant
Shanghai University of Finance and Economics,36268,Shanghai,Shanghai,China,Yuquan Ye,B,Successful Participant
Southwest Jiaotong University,36269,ChengDu,SiChuan,China,YueLiang Xu,B,Successful Participant
Civil Aviation University of China,36270,Tianjin,,China,Xueyan Li,B,Successful Participant
Tongji University,36271,Shanghai,Shanghai,China,Meisong Tong,A,Successful Participant
Beijing Institute of Technology,36272,Beijing,,China,Huafei Sun,A,Successful Participant
SHANGHAI UNIVERSITY,36273,Shanghai,Shanghai,China,XIYING YUAN,A,Successful Participant
Beihang Univeristy,36274,Beijing,,China,Xue Yuli,A,Honorable Mention
Nanjing Tech Uinversity,36275,Nanjing,Jiangsu,China,Shujian Ma,B,Honorable Mention
Chongqing University of Posts and Telecommunications,36276,Chongqing,,China,Jiming Zheng,A,Successful Participant
Beijing Forestry University,36277,Beijing,,China,Chun Xiao Wang,A,Successful Participant
Nanjing Tech Uinversity,36278,Nanjing,Jiangsu,China,Shujian Ma,B,Honorable Mention
Beijing University Of Technology,36279,Beijing,Beijing,China,Min Han,D,Successful Participant
Shanghai University,36280,Shanghai,Shanghai,China,Wenhuan Wang,B,Successful Participant
Tsinghua University,36281,Beijing,Beijing,China,Zuoqiang Shi,A,Meritorious
Shanghai Institute of Technology,36282,Shanghai,Shanghai,China,Jianqiang XU,B,Successful Participant
Nanjing Tech University,36283,Nanjing,Jiangsu,China,Xiaowei Deng,D,Successful Participant
Nanjing Tech Uinversity,36284,Nanjing,Jiangsu,China,Wushen Chen,A,Meritorious
Renmin University of China,36285,Beijing,,China,Yugu Xiao,B,Successful Participant
Sichuan University,36286,Chengdu,Sichuan,China,Yang Liu,B,Successful Participant
Chongqing University of Posts and Telecommunications,36287,Chongqing,,China,Changyou Wang,A,Honorable Mention
Nanjing Tech University,36288,Nanjing,Jiangsu,China,Xiaolei Lu,D,Successful Participant
BeiJing University Of Post And Telecommunication,36289,BeiJing,BeiJing,China,Liutong Xu,A,Successful Participant
Nanjing Tech Uinversity,36290,Nanjing,Jiangsu,China,Banggui Zheng,A,Honorable Mention
Chongqing University of Posts and Telecommunications,36291,Chongqing,,China,Changyou Wang,B,Successful Participant
Chongqing University of Posts and Telecommunications,36292,Chongqing,,China,Shiyun Shen,A,Honorable Mention
Nankai University,36293,Tianjin,Tianjin,China,Xiaowei Chen,A,Successful Participant
Nanjing Tech Uinversity,36294,Nanjing,Jiangsu,China,Qingsheng Shi,A,Successful Participant
Nanjing Tech University,36295,Nanjing,Jiangsu,China,Min Shen,D,Successful Participant
Shanghai University,36296,Shanghai,Shanghai,China,Zech Chan,B,Honorable Mention
Nanjing Tech University,36297,Nanjing,Jiangsu,China,Guoqing Liu,D,Successful Participant
Chongqing University of Posts and Telecommunications,36298,Chongqing,,China,Xianquan Liu,A,Successful Participant
Shanghai Institute of Technology,36299,Shanghai,Shanghai,China,Jianqiang XU,B,Successful Participant
Nanjing Tech Uinversity,36300,Nanjing,Jiangsu,China,Banggui Zheng,A,Successful Participant
Chongqing University of Posts and Telecommunications,36301,Chongqing,,China,Wei Zhu,B,Successful Participant
Southwestern University of Finance and Economics,36302,CHENGDU CITI,SICHUAN PROVINCE,China,DAI DAI,A,Honorable Mention
"Tianjin University, People's Republic of China",36303,Tianjin,,China,Liangfu Lv,A,Honorable Mention
Shanghai Institute of Technology,36304,Shanghai,,China,Lian Chen,A,Successful Participant
Shanghai Institute of Technology,36305,shang hai,,China,lei lu,B,Successful Participant
Chongqing University of Posts and Telecommunications,36306,Chongqing,,China,Honggang Li,B,Successful Participant
Southwest Jiaotong University,36307,Chengdu,Sichuan,China,Xin Long,B,Successful Participant
Shanghai Institute of Technology,36308,Shanghai,,China,Lian Chen,B,Successful Participant
Beihang Univeristy,36309,Beijing,Beijing,China,Longfei Chen,B,Meritorious
Shanghai Institute of Technology,36310,shang hai,,China,lei lu,A,Successful Participant
Henan Normal University,36311,Xinxiang,Henan Province,China,Hongbin Yu,B,Successful Participant
Huazhong University of Science and Technology,36312,Wuhan,Hubei,China,Gang Su,D,Meritorious
Beijing Institute of Technology,36313,BEIJING,BEIJING,China,Wei Zhang,A,Honorable Mention
Dalian Ocean University,36314,Dalian,Liaoning,China,Lifeng Zhang,A,Successful Participant
Sichuan University,36315,Chendu,Sichuan,China,Yang Weng,A,Successful Participant
Dalian Ocean University,36316,Dalian,Liaoning,China,Lifeng Zhang,B,Successful Participant
Sun Yat-Sen University,36317,Guangzhou,Guangdong,China,Peixing Li,A,Honorable Mention
Beijing Normal University,36318,Beijing,,China,Li Cui,A,Unsuccessful
Sun Yat-Sen University,36319,Guangzhou,Guangdong,China,Zhujun Fan,A,Successful Participant
Sun Yat-Sen University,36320,Guangzhou,Guangdong,China,Zhenglu Jiang,A,Successful Participant
Sun Yat-Sen University,36321,Guangzhou,Guangdong,China,Qiru Wang,A,Successful Participant
South China Normal University,36322,Guangzhou,Guangdong,China,Tan Yang,C,Honorable Mention
BeiJing University Of Post And Telecommunication,36323,Beijing,Beijing,China,Wenjun Xu,A,Successful Participant
Capital University of Economics and Business,36324,Beijing,,China,Yingfeng Yu,D,Honorable Mention
Nankai University,36325,Tianjin City,Tianjin,China,Xuewei Cao,B,Meritorious
East China University of Science and Technology,36326,Shanghai,Shanghai,China,Chunjie Su,B,Successful Participant
Capital University of Economics and Business,36327,Beijing,,China,Yingfeng Yu,D,Honorable Mention
Capital University of Economics and Business,36328,Beijing,,China,Yingfeng Yu,D,Honorable Mention
Capital University of Economics and Business,36329,Beijing,,China,Yingfeng Yu,A,Honorable Mention
Peking University,36330,Beijing,,China,Bin Liu,A,Meritorious
Shanghai University of Finance and Economics,36331,Shanghai,,China,Wang Qi,A,Successful Participant
Anhui University,36332,Hefei,Anhui,China,Huayou Chen,D,Meritorious
Ocean University of China,36333,Qingdao,Shandong,China,Xiang Gao,B,Honorable Mention
South China Normal University,36334,Guangzhou,Guangdong,China,Liling Xie,A,Successful Participant
Peking University,36335,BEIJING,BEIJING,China,WEI GUO,B,Successful Participant
Anhui University,36336,Hefei,Anhui,China,Jinpei Liu,D,Honorable Mention
"China University of Petroleum, Beijing",36337,Beijing,,China,Yanwen Yan,B,Successful Participant
Sun Yat-Sen University,36338,Guangzhou,Guangdong,China,Yanhui Li,D,Honorable Mention
Anhui University,36339,Hefei,Anhui,China,Ligang Zhou,D,Meritorious
Anhui University,36340,Hefei,Anhui,China,Quanbing Zhang,D,Honorable Mention
Anhui University,36341,Hefei,Anhui,China,Zhifu Tao,D,Meritorious
Anhui University,36342,Hefei,Anhui,China,Xi Liu,D,Honorable Mention
Beijing Forestry University,36343,Beijing,,China,Xuesong Gu,C,Successful Participant
Anhui University,36344,Hefei,Anhui,China,Minjia Shi,A,Successful Participant
"China University of Petroleum, Beijing",36345,Beijing,,China,Yanwen Yan,A,Honorable Mention
Washington and Lee University,36346,Lexington,VA,USA,Mitchel T Keller,A,Successful Participant
Washington and Lee University,36347,Lexington,VA,USA,Mitchel T Keller,A,Successful Participant
Pacific Lutheran University,36348,Tacoma,WA,USA,Mei Zhu,A,Successful Participant
Pacific Lutheran University,36349,Tacoma,WA,USA,Mei Zhu,B,Successful Participant
Pacific Lutheran University,36350,Tacoma,WA,USA,Mei Zhu,A,Successful Participant
Cupertino High School,36351,Cupertino,CA,USA,Mark C St John,A,Meritorious
Huazhong University of Science and Technology,36352,Wuhan,,China,LI LU,D,Honorable Mention
Beijing Forestry University,36353,Beijing,Beijing,China,Hongjun LI,C,Successful Participant
Beijing Forestry University,36354,Beijing,Beijing,China,Hongjun LI,A,Successful Participant
Chongqing Jiaotong University,36355,Chongqing,Nanping,China,Lei Zhang,B,Successful Participant
Chongqing University of Posts and Telecommunications,36356,Chongqing,,China,Sidong Xian,A,Honorable Mention
Nankai University,36357,Tianjin,,China,Xianfeng Wang,B,Successful Participant
Chongqing Jiaotong University,36358,Chongqing,Nanping,China,Lei Zhang,A,Successful Participant
Chongqing University of Posts and Telecommunications,36359,Chongqing,,China,Xiaoqian You,B,Successful Participant
Chongqing Jiaotong University,36360,Chongqing,Nanping,China,Lei Zhang,A,Honorable Mention
Chongqing Jiaotong University,36361,Chongqing,Nanping,China,Lei Zhang,B,Honorable Mention
Chongqing Jiaotong University,36362,Chongqing,Nanping,China,Lei Zhang,B,Honorable Mention
University of Electronic Science and Technology of China,36363,Chengdu,Sichuan,China,Mingqi Li,A,Honorable Mention
Chongqing Jiaotong University,36364,Chongqing,Nanping,China,Lei Zhang,A,Successful Participant
